1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888
1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888,1.0082150858849888
1.3069454817027633,1.1949215832710978,1.530993278566094,1.2322628827483197,1.3069454817027633,1.568334578043316,1.2322628827483197,1.1949215832710978,1.4189693801344287,1.4563106796116505,1.344286781179985,1.1949215832710978,1.344286781179985,1.3069454817027633,1.344286781179985,1.4936519790888723,1.568334578043316,1.1949215832710978,1.1949215832710978,1.1949215832710978,1.2322628827483197,1.344286781179985,1.3069454817027633,1.157580283793876,1.1949215832710978,1.344286781179985,1.4189693801344287,1.3816280806572068,1.568334578043316,1.3069454817027633
1.3069454817027633,1.3816280806572068,1.7923823749066468,1.4563106796116505,1.6056758775205378,1.755041075429425,1.4563106796116505,1.344286781179985,1.4936519790888723,1.7923823749066468,1.530993278566094,1.568334578043316,1.4563106796116505,1.6056758775205378,1.6430171769977595,1.6056758775205378,1.9044062733383122,1.4936519790888723,1.3816280806572068,1.530993278566094,1.4189693801344287,1.530993278566094,1.4563106796116505,1.344286781179985,1.4563106796116505,1.6056758775205378,1.568334578043316,1.6056758775205378,1.6803584764749813,1.4563106796116505
1.530993278566094,1.568334578043316,2.2404779686333085,1.7176997759522032,2.1284540702016432,2.0537714712471993,1.6430171769977595,1.4936519790888723,1.568334578043316,2.4645257654966395,1.755041075429425,1.6430171769977595,1.9790888722927558,1.941747572815534,2.165795369678865,1.941747572815534,2.6138909634055265,1.6430171769977595,1.6803584764749813,1.7176997759522032,1.6803584764749813,1.8297236743838685,1.755041075429425,1.6430171769977595,1.530993278566094,1.941747572815534,1.941747572815534,2.2404779686333085,2.1284540702016432,1.8670649738610903
1.568334578043316,1.755041075429425,2.7632561613144135,2.0164301717699775,2.5018670649738612,2.4271844660194173,1.8670649738610903,1.6056758775205378,1.9044062733383122,2.8379387602688575,1.9790888722927558,1.9790888722927558,2.2778192681105303,2.2778192681105303,2.7632561613144135,2.1284540702016432,3.061986557132188,2.0164301717699775,1.9044062733383122,2.165795369678865,1.8670649738610903,2.0537714712471993,2.0164301717699775,2.2778192681105303,1.7176997759522032,2.3898431665421955,2.315160567587752,2.8005974607916357,2.3898431665421955,2.165795369678865
1.7176997759522032,1.7923823749066468,3.2113517550410755,2.6512322628827483,3.2486930545182973,2.9499626587005228,2.165795369678865,1.7176997759522032,2.0537714712471993,3.51008215085885,2.2778192681105303,2.2778192681105303,2.9873039581777445,2.4645257654966395,3.136669156086632,2.5018670649738612,3.7341299477221805,2.165795369678865,2.1284540702016432,2.4271844660194173,2.0537714712471993,2.315160567587752,2.315160567587752,2.912621359223301,2.1284540702016432,2.7632561613144135,2.68857356235997,3.09932785660941,2.6512322628827483,2.6138909634055265
1.9044062733383122,2.091112770724421,3.5474234503360718,2.912621359223301,3.8088125466766245,3.5847647498132935,2.4645257654966395,1.8297236743838685,2.165795369678865,3.9208364451082898,2.4645257654966395,2.68857356235997,3.659447348767737,2.8379387602688575,3.659447348767737,2.8752800597460793,4.1075429424943986,2.5765496639283048,2.3898431665421955,3.286034353995519,2.3898431665421955,2.5765496639283048,2.6138909634055265,3.6221060492905153,2.4271844660194173,3.4353995519044065,3.061986557132188,3.5847647498132935,3.061986557132188,2.8752800597460793
2.0164301717699775,2.3898431665421955,4.5556385362210605,3.4727408513816282,4.630321135175504,4.33159073935773,2.9873039581777445,2.0164301717699775,2.4645257654966395,4.294249439880508,2.9499626587005228,2.9873039581777445,4.294249439880508,3.7714712471994027,4.070201643017177,3.4727408513816282,5.0037341299477225,2.8379387602688575,2.68857356235997,3.883495145631068,2.5765496639283048,2.725914861837192,3.136669156086632,4.5556385362210605,3.061986557132188,3.9208364451082898,3.2486930545182973,3.9581777445855115,3.696788648244959,3.51008215085885
2.1284540702016432,2.8005974607916357,5.37714712471994,3.7714712471994027,5.489171023151606,4.9663928304705,3.696788648244959,2.2778192681105303,2.6138909634055265,4.9663928304705,3.3607169529499625,3.5847647498132935,5.3024645257654965,4.443614637789395,4.480955937266617,3.696788648244959,6.049290515309933,3.286034353995519,2.9873039581777445,4.4062733383121735,2.8752800597460793,3.2113517550410755,3.659447348767737,5.78790141896938,3.5847647498132935,4.817027632561613,3.8461538461538463,4.592979835698283,4.480955937266617,3.9955190440627333
